"Site_ID","Name","Day","Month","Year","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","subespecie","Pollinator_sex","morphoespecie","Det","Frequency","Pollinator_gen_sp","Plant_gen_sp"
"Aznalcazar","Curro ",8,5,2015,"13:20:00",7,"sun_clouds",29,40,"Suave",NA,NA,NA,"transect",NA,"BF460","Tabanus","morpho2",NA,"female",NA,NA,NA,"Tabanus morpho2","NA NA"
"Aznalcazar","Curro ",8,5,2015,"13:20:00",7,"sun_clouds",29,40,"Suave",NA,NA,NA,"transect",NA,"BF461","Tabanus","morpho2",NA,"female",NA,NA,NA,"Tabanus morpho2","NA NA"
"Aznalcazar","Curro ",8,5,2015,"13:20:00",7,"sun_clouds",29,40,"Suave",NA,"Echium","plantagineum","transect",NA,"BF632","Lasioglossum","morpho1",NA,NA,NA,NA,3,"Lasioglossum morpho1","Echium plantagineum"
"Niebla","Curro ",12,5,2015,"10:00:00",7,"sun",21.5,51,"No",NA,"Cistus","crispus","transect",NA,"BF255","Panurgus","dargius",NA,"male",NA,NA,3,"Panurgus dargius","Cistus crispus"
"Niebla","Curro ",12,5,2015,"10:00:00",7,"sun",21.5,51,"No",NA,"Andryala","integrifolia","transect",NA,"BF256","Panurgus","banksianus",NA,"female",NA,NA,3,"Panurgus banksianus","Andryala integrifolia"
"Niebla","Curro ",12,5,2015,"10:00:00",7,"sun",21.5,51,"No",NA,"Andryala","integrifolia","transect",NA,"BF98","Systropha","planidens",NA,"male",NA,NA,1,"Systropha planidens","Andryala integrifolia"
"Niebla","Curro ",12,5,2015,"10:00:00",7,"sun",21.5,51,"No",NA,"Andryala","integrifolia","transect",NA,"BF430","Sphaerophoria","scripta",NA,"male",NA,NA,2,"Sphaerophoria scripta","Andryala integrifolia"
"Niebla","Curro ",12,5,2015,"10:00:00",7,"sun",21.5,51,"No",NA,"Convolvulus","arvensis","transect",NA,"BF638","Osmia","submicans",NA,"male",NA,NA,2,"Osmia submicans","Convolvulus arvensis"
"Niebla","Curro ",12,5,2015,"10:00:00",7,"sun",21.5,51,"No",NA,"Convolvulus","arvensis","transect",NA,"BF628","Anthidium","septemspinosum",NA,"male",NA,NA,4,"Anthidium septemspinosum","Convolvulus arvensis"
"Niebla","Curro ",12,5,2015,"10:00:00",7,"sun",21.5,51,"No",NA,"Taraxacum","vulgare","transect",NA,"BF101","Halictus","scabiosae",NA,"female",NA,NA,3,"Halictus scabiosae","Taraxacum vulgare"
"Niebla","Curro ",12,5,2015,"10:00:00",7,"sun",21.5,51,"No",NA,"Taraxacum","vulgare","transect",NA,"BF97","Systropha","planidens",NA,"male",NA,NA,1,"Systropha planidens","Taraxacum vulgare"
"Niebla","Curro ",12,5,2015,"10:00:00",7,"sun",21.5,51,"No",NA,"Andryala","integrifolia","transect",NA,"BF482","Exosoma","lusitanicum",NA,NA,NA,NA,2,"Exosoma lusitanicum","Andryala integrifolia"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Thymus","mastichina","transect",NA,"BF163","Hoplitis","papaveris",NA,"female",NA,NA,3,"Hoplitis papaveris","Thymus mastichina"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Thymus","mastichina","transect",NA,"BF315","Andrena","hispania",NA,"female",NA,NA,3,"Andrena hispania","Thymus mastichina"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Thymus","mastichina","transect",NA,"BF102","Halictus","scabiosae",NA,"female",NA,NA,2,"Halictus scabiosae","Thymus mastichina"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Thapsia","villosa","transect",NA,"BF453","Dasypogon","morpho1",NA,"female",NA,NA,1,"Dasypogon morpho1","Thapsia villosa"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Thymus","mastichina","transect",NA,"BF675","Ammophila","heydeni",NA,"female",NA,NA,6,"Ammophila heydeni","Thymus mastichina"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Thymus","mastichina","transect",NA,"BF684","Trypoxylon","morpho1",NA,"male",NA,NA,2,"Trypoxylon morpho1","Thymus mastichina"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Thapsia","villosa","transect",NA,"BF485","Graphosoma","lineatum",NA,"male",NA,NA,4,"Graphosoma lineatum","Thapsia villosa"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Thapsia","villosa","transect",NA,"BF486","Graphosoma","lineatum",NA,"female",NA,NA,4,"Graphosoma lineatum","Thapsia villosa"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Thapsia","villosa","out",NA,"BF659","Bembix","oculata",NA,"female",NA,NA,1,"Bembix oculata","Thapsia villosa"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Cistus","crispus","out",NA,"BF579","Eucera","elongatula",NA,"female",NA,NA,1,"Eucera elongatula","Cistus crispus"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Cistus","crispus","out",NA,"BF184","Ceratina","cucurbitina",NA,"female",NA,NA,1,"Ceratina cucurbitina","Cistus crispus"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Scabiosa","atropurpurea","out",NA,"no_captured","Systropha","planidens",NA,"male",NA,NA,1,"Systropha planidens","Scabiosa atropurpurea"
"Bonares","Curro ",12,5,2015,"11:30:00",7,"sun",27,35,"No",NA,"Cistus","crispus","out",NA,"BF580","Eucera","elongatula",NA,"female",NA,NA,1,"Eucera elongatula","Cistus crispus"
"Esparragal","Curro ",12,5,2015,"16:30:00",7,"sun",36,15,"No",NA,"Armeria","velutina","transect",NA,"BF167","Osmia","fulviventris",NA,"male",NA,NA,3,"Osmia fulviventris","Armeria velutina"
"Esparragal","Curro ",12,5,2015,"16:30:00",7,"sun",36,15,"No",NA,"Armeria","velutina","transect",NA,"BF82","Lasioglossum","malachurum",NA,"female",NA,NA,2,"Lasioglossum malachurum","Armeria velutina"
"Esparragal","Curro ",12,5,2015,"16:30:00",7,"sun",36,15,"No",NA,"Armeria","velutina","transect",NA,"BF685","Cerceris","morpho1",NA,NA,NA,NA,2,"Cerceris morpho1","Armeria velutina"
"Esparragal","Curro ",12,5,2015,"16:30:00",7,"sun",36,15,"No",NA,"Armeria","velutina","transect","Elinora","no_captured","Tenthredo","sp",NA,NA,NA,NA,1,"Tenthredo sp","Armeria velutina"
"Esparragal","Curro ",12,5,2015,"16:30:00",7,"sun",36,15,"No",NA,"Scabiosa","atropurpurea","transect",NA,"BF79","Halictus","tridivisus","Halictus","male",NA,NA,1,"Halictus tridivisus","Scabiosa atropurpurea"
"Esparragal","Curro ",12,5,2015,"16:30:00",7,"sun",36,15,"No",NA,"Armeria","velutina","transect",NA,"BF374","Usia","morpho1",NA,"female",NA,NA,1,"Usia morpho1","Armeria velutina"
"Esparragal","Curro ",12,5,2015,"16:30:00",7,"sun",36,15,"No",NA,"Armeria","velutina","transect",NA,"no_captured","Apidae",NA,NA,NA,NA,NA,1,"Apidae NA","Armeria velutina"
"Esparragal","Curro ",12,5,2015,"16:30:00",7,"sun",36,15,"No",NA,"Armeria","velutina","transect",NA,"BF84","Halictus","tridivisus",NA,"male",NA,NA,4,"Halictus tridivisus","Armeria velutina"
"Esparragal","Curro ",12,5,2015,"16:30:00",7,"sun",36,15,"No",NA,"Chamaemelum","fuscatum","transect",NA,"BF83","Lasioglossum","morpho1",NA,NA,NA,NA,3,"Lasioglossum morpho1","Chamaemelum fuscatum"
"Elpinar","Curro ",13,5,2015,"09:25:00",6,"sun",27,33,"No",NA,"Convolvulus","arvensis","out",NA,"BF91","Systropha","planidens",NA,"male",NA,NA,1,"Systropha planidens","Convolvulus arvensis"
"Elpinar","Curro ",13,5,2015,"09:25:00",6,"sun",27,33,"No",NA,"Convolvulus","arvensis","out",NA,"BF100","Systropha","planidens",NA,"male",NA,NA,1,"Systropha planidens","Convolvulus arvensis"
"Elpinar","Curro ",13,5,2015,"09:25:00",6,"sun",27,33,"No",NA,"Convolvulus","arvensis","out",NA,"no_captured","Anthophora","sp",NA,NA,NA,NA,1,"Anthophora sp","Convolvulus arvensis"
"Elpinar","Curro ",13,5,2015,"09:25:00",6,"sun",27,33,"No",NA,"Convolvulus","arvensis","transect","Synhalonia","BF573","Eucera","alternans",NA,"female",NA,NA,4,"Eucera alternans","Convolvulus arvensis"
"LaCunya","Curro ",13,5,2015,"11:00:00",7,"sun",32,22,"Suave",NA,"Echium","plantagineum","transect",NA,"BF377","Lomatia","morpho1",NA,"male",NA,NA,2,"Lomatia morpho1","Echium plantagineum"
"LaCunya","Curro ",13,5,2015,"11:00:00",7,"sun",32,22,"Suave",NA,"Echium","plantagineum","transect",NA,"BF87","Lasioglossum","tridivisus",NA,"male",NA,NA,1,"Lasioglossum tridivisus","Echium plantagineum"
"LaCunya","Curro ",13,5,2015,"11:00:00",7,"sun",32,22,"Suave",NA,"Andryala","integrifolia","transect",NA,"BF88","Lasioglossum","tridivisus",NA,"male",NA,NA,1,"Lasioglossum tridivisus","Andryala integrifolia"
"LaCunya","Curro ",13,5,2015,"11:00:00",7,"sun",32,22,"Suave",NA,"Andryala","integrifolia","transect",NA,"BF237","Panurgus","banksianus",NA,"male",NA,NA,3,"Panurgus banksianus","Andryala integrifolia"
"LaCunya","Curro ",13,5,2015,"11:00:00",7,"sun",32,22,"Suave",NA,"Echium","plantagineum","transect",NA,"BF76","Lasioglossum","albocinctum",NA,"female",NA,NA,1,"Lasioglossum albocinctum","Echium plantagineum"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,8,"Apis mellifera","Cistus crispus"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","transect",NA,"BF242","Flavipanurgus","venustus",NA,"female",NA,NA,3,"Flavipanurgus venustus","Cistus crispus"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","transect",NA,"BF71","Lasioglossum","malachurum",NA,"female",NA,NA,2,"Lasioglossum malachurum","Cistus crispus"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","transect",NA,"BF243","Flavipanurgus","venustus",NA,"female",NA,NA,3,"Flavipanurgus venustus","Cistus crispus"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","transect",NA,"BF245","Flavipanurgus","venustus",NA,"male",NA,NA,5,"Flavipanurgus venustus","Cistus crispus"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","transect",NA,"BF585","Eucera","chrysopyga",NA,"female",NA,NA,2,"Eucera chrysopyga","Cistus crispus"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","transect",NA,"no_captured","Flavipanurgus","venustus",NA,"male",NA,NA,17,"Flavipanurgus venustus","Cistus crispus"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","transect",NA,"no_captured","Flavipanurgus","venustus",NA,"female",NA,NA,14,"Flavipanurgus venustus","Cistus crispus"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","transect",NA,"BF130","Dasypoda","albimana",NA,"female",NA,NA,3,"Dasypoda albimana","Cistus crispus"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Thapsia","villosa","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,10,"Apis mellifera","Thapsia villosa"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","out",NA,"no_captured","Osmia","sp",NA,NA,NA,NA,2,"Osmia sp","Cistus crispus"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","out",NA,"no_captured","Osmia","sp",NA,NA,NA,NA,3,"Osmia sp","Cistus crispus"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","out",NA,"BF194","Xylocopa","valga",NA,"male",NA,NA,3,"Xylocopa valga","Cistus crispus"
"Lasmulas","Curro ",13,5,2015,"13:00:00",7,"sun",39.5,12,"No",NA,"Cistus","crispus","transect",NA,"BF572","Eucera","chrysopyga",NA,"female",NA,NA,2,"Eucera chrysopyga","Cistus crispus"
"Villamanriquesur","Curro ",14,5,2015,"10:00:00",7,"sun",28,27,"No",NA,"Halimium","halimifolium","transect",NA,"BF114","Dasypoda","crassicornis",NA,"female",NA,NA,5,"Dasypoda crassicornis","Halimium halimifolium"
"Villamanriquesur","Carlos",14,5,2015,"10:00:00",7,"sun",28,27,"No",NA,"Andryala","integrifolia","out",NA,"BF150","Dasypoda","cingulata",NA,"female",NA,NA,2,"Dasypoda cingulata","Andryala integrifolia"
"Villamanriquesur","Curro ",14,5,2015,"10:00:00",7,"sun",28,27,"No","Araña roja pequeña (Tetranychus urticae) en muchas flores de Halimium halimifolium","Andryala","integrifolia","transect",NA,"BF228","Panurgus","banksianus",NA,"male",NA,NA,5,"Panurgus banksianus","Andryala integrifolia"
"Villamanriquesur","Curro ",14,5,2015,"10:00:00",7,"sun",28,27,"No",NA,"Andryala","integrifolia","transect",NA,"BF230","Panurgus","banksianus",NA,"female",NA,NA,4,"Panurgus banksianus","Andryala integrifolia"
"Villamanriquesur","Curro ",14,5,2015,"10:00:00",7,"sun",28,27,"No",NA,"Andryala","integrifolia","transect",NA,"BF231","Panurgus","banksianus",NA,"male",NA,NA,5,"Panurgus banksianus","Andryala integrifolia"
"Villamanriquesur","Curro ",14,5,2015,"10:00:00",7,"sun",28,27,"No",NA,"Andryala","integrifolia","transect",NA,"BF233","Panurgus","calcaratus",NA,"male",NA,NA,2,"Panurgus calcaratus","Andryala integrifolia"
"Villamanriquesur","Curro ",14,5,2015,"10:00:00",7,"sun",28,27,"No",NA,"Andryala","integrifolia","transect",NA,"BF480","Exosoma","lusitanicum",NA,NA,NA,NA,3,"Exosoma lusitanicum","Andryala integrifolia"
"Villamanriquesur","Curro ",14,5,2015,"10:00:00",7,"sun",28,27,"No",NA,"Halimium","halimifolium","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,7,"Apis mellifera","Halimium halimifolium"
"Villamanriquesur","Curro ",14,5,2015,"10:00:00",7,"sun",28,27,"No",NA,"Halimium","halimifolium","transect",NA,"BF126","Dasypoda","albimana",NA,"female",NA,NA,4,"Dasypoda albimana","Halimium halimifolium"
"Villamanriquesur","Curro ",14,5,2015,"10:00:00",7,"sun",28,27,"No",NA,"Armeria","velutina","transect",NA,"BF115","Dasypoda","crassicornis",NA,"female",NA,NA,2,"Dasypoda crassicornis","Armeria velutina"
"Villamanriquesur","Curro ",14,5,2015,"10:00:00",7,"sun",28,27,"No",NA,"Convolvulus","arvensis","transect",NA,"BF266","Panurgus","dargius",NA,"male",NA,NA,1,"Panurgus dargius","Convolvulus arvensis"
"Villamanriquesur","Curro ",14,5,2015,"10:00:00",7,"sun",28,27,"No",NA,"Armeria","velutina","transect",NA,"BF456","Machimus","sp",NA,"female",NA,NA,1,"Machimus sp","Armeria velutina"
"Villamanriquesur","Carlos",14,5,2015,"10:00:00",7,"sun",28,27,"No",NA,"Cistus","crispus","transect","Melapangonius","BF390","Pangonius","micans",NA,"female",NA,NA,2,"Pangonius micans","Cistus crispus"
"Villamanriqueeste","Curro ",14,5,2015,"11:15:00",7,"sun",32,19,"No",NA,"Cistus","crispus","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,5,"Apis mellifera","Cistus crispus"
"Villamanriqueeste","Carlos",14,5,2015,"11:15:00",7,"sun",32,19,"No",NA,"Cistus","crispus","out",NA,"BF151","Dasypoda","cingulata",NA,"male",NA,NA,1,"Dasypoda cingulata","Cistus crispus"
"Villamanriqueeste","Carlos",14,5,2015,"11:15:00",7,"sun",32,19,"No",NA,"Cistus","crispus","out",NA,"BF152","Dasypoda","cingulata",NA,"male",NA,NA,1,"Dasypoda cingulata","Cistus crispus"
"Villamanriqueeste","Carlos",14,5,2015,"11:15:00",7,"sun",32,19,"No",NA,"Cistus","crispus","out",NA,"BF312","Andrena","hispania",NA,"female",NA,NA,1,"Andrena hispania","Cistus crispus"
"Villamanriqueeste","Curro ",14,5,2015,"11:15:00",7,"sun",32,19,"No",NA,"Cistus","crispus","transect",NA,"no_captured","Flavipanurgus","venustus",NA,NA,NA,NA,4,"Flavipanurgus venustus","Cistus crispus"
"Villamanriqueeste","Curro ",14,5,2015,"11:15:00",7,"sun",32,19,"No",NA,"Cistus","crispus","transect",NA,"no_captured","Flavipanurgus","venustus",NA,NA,NA,NA,2,"Flavipanurgus venustus","Cistus crispus"
"Villamanriqueeste","Curro ",14,5,2015,"11:15:00",7,"sun",32,19,"No",NA,"Cistus","crispus","transect",NA,"BF391","Dischistus","senex",NA,"male",NA,NA,1,"Dischistus senex","Cistus crispus"
"Villamanriqueeste","Curro ",14,5,2015,"11:15:00",7,"sun",32,19,"No",NA,"Cistus","crispus","transect",NA,"BF328","Lasioglossum","malachurum",NA,"female",NA,NA,2,"Lasioglossum malachurum","Cistus crispus"
"Villamanriqueeste","Carlos",14,5,2015,"11:15:00",7,"sun",32,19,"No",NA,"Cistus","crispus","transect",NA,"BF655","Bembix","oculata",NA,"male",NA,NA,2,"Bembix oculata","Cistus crispus"
"Villamanriqueeste","Curro ",14,5,2015,"11:15:00",7,"sun",32,19,"No",NA,"Cistus","crispus","transect",NA,"BF66","Lasioglossum","imminutus",NA,"female",NA,NA,2,"Lasioglossum imminutus","Cistus crispus"
"Villamanriqueeste","Curro ",14,5,2015,"11:15:00",7,"sun",32,19,"No",NA,"Cistus","crispus","transect",NA,"BF296","Panurgus","cephalotes","dubiosus","female",NA,NA,2,"Panurgus cephalotes","Cistus crispus"
"PinaresdeHinojos","Curro ",14,5,2015,"12:27:00",7,"sun",37,11,"Suave","Heliotaurus ruficollis comiendo petalos en Halimium halimifolium ","Halimium","halimifolium","out",NA,"BF349","Cerceris","arenaria",NA,"female",NA,NA,3,"Cerceris arenaria","Halimium halimifolium"
"PinaresdeHinojos","Curro ",14,5,2015,"12:27:00",7,"sun",37,11,"Suave",NA,"Anchusa","azurea","out","Melapangonius","BF372","Pangonius","micans",NA,"male",NA,NA,1,"Pangonius micans","Anchusa azurea"
"PinaresdeHinojos","Curro ",14,5,2015,"12:27:00",7,"sun",37,11,"Suave",NA,"Retama","sphaerocarpa","out",NA,"BF668","Scolia","hortorum",NA,"male",NA,NA,3,"Scolia hortorum","Retama sphaerocarpa"
"PinaresdeHinojos","Curro ",14,5,2015,"12:27:00",7,"sun",37,11,"Suave",NA,"Armeria","velutina","out",NA,"BF120","Dasypoda","cingulata",NA,"male",NA,NA,1,"Dasypoda cingulata","Armeria velutina"
"PinaresdeHinojos","Curro ",14,5,2015,"12:27:00",7,"sun",37,11,"Suave",NA,"Armeria","velutina","out",NA,"BF127","Dasypoda","cingulata",NA,"female",NA,NA,3,"Dasypoda cingulata","Armeria velutina"
"PinaresdeHinojos","Curro ",14,5,2015,"12:27:00",7,"sun",37,11,"Suave",NA,"Armeria","velutina","out",NA,"BF121","Dasypoda","cingulata",NA,"female",NA,NA,1,"Dasypoda cingulata","Armeria velutina"
"PinaresdeHinojos","Curro ",14,5,2015,"12:27:00",7,"sun",37,11,"Suave",NA,"Armeria","velutina","out",NA,"BF125","Dasypoda","cingulata",NA,"male",NA,NA,2,"Dasypoda cingulata","Armeria velutina"
"PinaresdeHinojos","Curro ",14,5,2015,"12:27:00",7,"sun",37,11,"Suave",NA,"Armeria","velutina","out",NA,"BF128","Dasypoda","cingulata",NA,"male",NA,NA,1,"Dasypoda cingulata","Armeria velutina"
"PinaresdeHinojos","Carlos",14,5,2015,"12:27:00",7,"sun",37,11,"Suave",NA,"Armeria","velutina","out",NA,"BF153","Dasypoda","cingulata",NA,"female",NA,NA,2,"Dasypoda cingulata","Armeria velutina"
"PinaresdeHinojos","Curro ",14,5,2015,"12:27:00",7,"sun",37,11,"Suave",NA,"Anchusa","azurea","out",NA,"BF214","Bombus","terrestris",NA,"worker",NA,NA,1,"Bombus terrestris","Anchusa azurea"
"PinaresdeHinojos","Carlos",14,5,2015,"12:27:00",7,"sun",37,11,"Suave",NA,"Armeria","velutina","out",NA,"BF683","Prionyx","kirbii",NA,"male",NA,NA,2,"Prionyx kirbii","Armeria velutina"
"PinaresdeHinojos","Carlos",14,5,2015,"12:27:00",7,"sun",37,11,"Suave",NA,"Anchusa","azurea","out",NA,"BF220","Bombus","terrestris",NA,"worker",NA,NA,2,"Bombus terrestris","Anchusa azurea"
