"Site_ID","Name","Day","Month","Year","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","subespecie","Pollinator_sex","morphoespecie","Det","Frequency","Pollinator_gen_sp","Plant_gen_sp"
"Aznalcazar","Curro ",22,2,2015,"10:55:00",1,"sun",9,NA,"No",NA,"Teucrium","fruticans","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,11,"Apis mellifera","Teucrium fruticans"
"Aznalcazar","Curro ",22,2,2015,"10:55:00",1,"sun",9,NA,"No",NA,"Teucrium","fruticans","transect",NA,"BF1","Anthophora","dispar",NA,"male",NA,"Oscar Aguado",2,"Anthophora dispar","Teucrium fruticans"
"Aznalcazar","Curro ",22,2,2015,"10:55:00",1,"sun",9,NA,"No",NA,"Teucrium","fruticans","transect",NA,"no_captured","Bombus","terrestris",NA,"queen",NA,NA,4,"Bombus terrestris","Teucrium fruticans"
"Aznalcazar","Curro ",22,2,2015,"10:55:00",1,"sun",9,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,14,"Apis mellifera","Rosmarinus officinalis"
"Aznalcazar","Curro ",22,2,2015,"10:55:00",1,"sun",9,NA,"No",NA,"Asphodelus","fistulosus","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,12,"Apis mellifera","Asphodelus fistulosus"
"Aznalcazar","Curro ",22,2,2015,"10:55:00",1,"sun",9,NA,"No",NA,"Cistus","ladanifer","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,3,"Apis mellifera","Cistus ladanifer"
"Aznalcazar","Curro ",22,2,2015,"10:55:00",1,"sun",9,NA,"No",NA,"Asphodelus","fistulosus","transect",NA,"no_captured","Bombus","terrestris",NA,"queen",NA,NA,1,"Bombus terrestris","Asphodelus fistulosus"
"Villamanriquesur","Curro ",22,2,2015,"12:20:00",1,"sun",12,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,36,"Apis mellifera","Rosmarinus officinalis"
"Villamanriquesur","Curro ",22,2,2015,"12:20:00",1,"sun",12,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Pieris","rapae",NA,NA,NA,NA,1,"Pieris rapae","Rosmarinus officinalis"
"Villamanriqueeste","Curro ",22,2,2015,"13:45:00",1,"sun",12,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"BF2","Anthophora","dispar",NA,"male",NA,"Oscar Aguado",1,"Anthophora dispar","Rosmarinus officinalis"
"Villamanriqueeste","Curro ",22,2,2015,"13:45:00",1,"sun",12,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,8,"Apis mellifera","Rosmarinus officinalis"
"PinaresdeHinojos","Curro ",23,2,2015,"11:00:00",1,"sun",10,NA,"Suave",NA,"Ulex","australis","transect",NA,"no_captured","Bombus","terrestris",NA,"queen",NA,NA,3,"Bombus terrestris","Ulex australis"
"Esparragal","Curro ",24,2,2015,"10:30:00",1,"sun",10,NA,"Fuerte",NA,"Halimium","commutatum","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,6,"Apis mellifera","Halimium commutatum"
"LaCunya","Curro ",24,2,2015,"12:00:00",1,"sun",13,NA,"Suave","Viento suave, Rebaño de Cabras pasando por el lateral del transecto ","Halimium","commutatum","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,3,"Apis mellifera","Halimium commutatum"
"LaCunya","Curro ",24,2,2015,"12:00:00",1,"sun",13,NA,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"BF3","Lasioglossum","malachurum",NA,"female",NA,"Oscar Aguado",1,"Lasioglossum malachurum","Rosmarinus officinalis"
"LaCunya","Curro ",24,2,2015,"12:00:00",1,"sun",13,NA,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"BF4","Lasioglossum","imminutus",NA,"female",NA,"Oscar Aguado",1,"Lasioglossum imminutus","Rosmarinus officinalis"
"LaRocina","Curro ",24,2,2015,"14:30:00",1,"sun",15,NA,"Fuerte",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,12,"Apis mellifera","Rosmarinus officinalis"
"LaRocina","Curro ",24,2,2015,"14:30:00",1,"sun",15,NA,"Fuerte",NA,"Rosmarinus","officinalis","transect",NA,"BF7","Lasioglossum","imminutus",NA,"female",NA,"Oscar Aguado",1,"Lasioglossum imminutus","Rosmarinus officinalis"
"LaRocina","Curro ",24,2,2015,"14:30:00",1,"sun",15,NA,"Fuerte",NA,"Rosmarinus","officinalis","transect",NA,"BF6","Apis","mellifera",NA,"worker",NA,NA,6,"Apis mellifera","Rosmarinus officinalis"
"Lasmulas","Curro ",24,2,2015,"16:30:00",1,"sun",16,NA,"Fuerte",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,19,"Apis mellifera","Rosmarinus officinalis"
"Elpozo","Curro ",25,2,2015,"11:30:00",1,"sun",12,NA,"No",NA,"Erica","scoparia","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,9,"Apis mellifera","Erica scoparia"
"Elpozo","Curro ",25,2,2015,"11:03:00",1,"sun",12,NA,"No",NA,"Cistus","ladanifer","transect",NA,"BF8","Lasioglossum","imminutus",NA,"female",NA,"Oscar Aguado",1,"Lasioglossum imminutus","Cistus ladanifer"
"Elpozo","Curro ",25,2,2015,"11:03:00",1,"sun",12,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"BF9","Bombylius","torquatus",NA,"female",NA,NA,2,"Bombylius torquatus","Rosmarinus officinalis"
"Elpozo","Curro ",25,2,2015,"11:30:00",1,"sun",12,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,24,"Apis mellifera","Rosmarinus officinalis"
"Elpozo","Curro ",25,2,2015,"11:30:00",1,"sun",12,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Bombylius","sp",NA,NA,NA,NA,1,"Bombylius sp","Rosmarinus officinalis"
"Elpozo","Curro ",25,2,2015,"11:30:00",1,"sun",12,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Bombus","terrestris",NA,"queen",NA,NA,1,"Bombus terrestris","Rosmarinus officinalis"
"Pinodelcuervo","Curro ",25,2,2015,"13:30:00",1,"sun",15,NA,"Moderado",NA,"Ulex","australis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,10,"Apis mellifera","Ulex australis"
"Bonares","Curro ",25,2,2015,"16:00:00",1,"sun",16,NA,"Moderado",NA,"Cistus","ladanifer","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,2,"Apis mellifera","Cistus ladanifer"
"Bonares","Curro ",25,2,2015,"16:00:00",1,"sun",16,NA,"Moderado",NA,"Cistus","ladanifer","transect",NA,"BF10","Empis","morpho1",NA,"male",NA,NA,2,"Empis morpho1","Cistus ladanifer"
"Bonares","Curro ",25,2,2015,"16:00:00",1,"sun",16,NA,"Moderado",NA,"Cistus","ladanifer","transect",NA,"no_captured","Empis","sp",NA,NA,NA,NA,2,"Empis sp","Cistus ladanifer"
"Bonares","Curro ",25,2,2015,"16:00:00",1,"sun",16,NA,"Moderado",NA,"Cistus","ladanifer","transect",NA,"BF11","Anthaxia","morpho1",NA,NA,NA,NA,1,"Anthaxia morpho1","Cistus ladanifer"
"Bonares","Curro ",25,2,2015,"16:00:00",1,"sun",16,NA,"Moderado",NA,"Cistus","salvifolius","transect",NA,"no_captured","Lasioglossum","sp",NA,NA,NA,NA,1,"Lasioglossum sp","Cistus salvifolius"
"Bonares","Curro ",25,2,2015,"16:00:00",1,"sun",16,NA,"Moderado",NA,"Cistus","ladanifer","transect",NA,"BF12","Ceratina","cucurbitina",NA,"male",NA,NA,1,"Ceratina cucurbitina","Cistus ladanifer"
"Niebla","Curro ",26,2,2015,"10:30:00",1,"sun",10,NA,"No",NA,"Asphodelus","fistulosus","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,7,"Apis mellifera","Asphodelus fistulosus"
"ConventodelaLuz","Curro ",26,2,2015,"12:15:00",1,"sun",15,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,51,"Apis mellifera","Rosmarinus officinalis"
"Urbanizaciones","Curro ",26,2,2015,"13:50:00",1,"sun",18,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,24,"Apis mellifera","Rosmarinus officinalis"
"Urbanizaciones","Curro ",26,2,2015,"13:50:00",1,"sun",18,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"BF13","Xylocopa","cantabrita",NA,"male",NA,NA,1,"Xylocopa cantabrita","Rosmarinus officinalis"
"Urbanizaciones","Curro ",26,2,2015,"13:50:00",1,"sun",18,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"BF14","Andrena","vulpecula",NA,"male",NA,NA,1,"Andrena vulpecula","Rosmarinus officinalis"
"Urbanizaciones","Curro ",26,2,2015,"13:50:00",1,"sun",18,NA,"No",NA,"Ulex","australis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,3,"Apis mellifera","Ulex australis"
"Aznalcazar","Curro ",3,3,2015,"14:05:00",2,"sun",15,NA,"Suave",NA,"Asphodelus","fistulosus","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,19,"Apis mellifera","Asphodelus fistulosus"
"Aznalcazar","Curro ",3,3,2015,"14:05:00",2,"sun",15,NA,"Suave",NA,"Teucrium","fruticans","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,18,"Apis mellifera","Teucrium fruticans"
"Aznalcazar","Curro ",3,3,2015,"14:05:00",2,"sun",15,NA,"Suave",NA,"Teucrium","fruticans","transect",NA,"BF200","Bombus","terrestris",NA,"worker",NA,NA,17,"Bombus terrestris","Teucrium fruticans"
"Aznalcazar","Curro ",3,3,2015,"14:05:00",2,"sun",15,NA,"Suave",NA,"Teucrium","fruticans","transect",NA,"no_captured","Anthophora","sp",NA,NA,NA,NA,3,"Anthophora sp","Teucrium fruticans"
"Aznalcazar","Curro ",3,3,2015,"14:05:00",2,"sun",15,NA,"Suave",NA,"Teucrium","fruticans","transect",NA,"no_captured","Macroglossum","stellatarum",NA,NA,NA,NA,1,"Macroglossum stellatarum","Teucrium fruticans"
"Aznalcazar","Curro ",3,3,2015,"14:05:00",2,"sun",15,NA,"Suave",NA,"Cistus","ladanifer","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,2,"Apis mellifera","Cistus ladanifer"
"Villamanriquesur","Curro ",3,3,2015,"15:40:00",2,"sun",21,NA,"No",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,21,"Apis mellifera","Rosmarinus officinalis"
"Villamanriqueeste","Curro ",3,3,2015,"17:30:00",1,"sun",21,NA,"Suave","nuevo sitio ","Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,41,"Apis mellifera","Rosmarinus officinalis"
"Villamanriqueeste","Curro ",3,3,2015,"17:30:00",1,"sun",21,NA,"Suave","nuevo sitio ","Rosmarinus","officinalis","transect",NA,"no_captured","Anthophora","sp",NA,NA,NA,NA,4,"Anthophora sp","Rosmarinus officinalis"
"Villamanriqueeste","Curro ",3,3,2015,"17:30:00",1,"sun",21,NA,"Suave","fuera de transecto","Cistus","ladanifer","transect",NA,"BF523","Oxythyrea","funesta",NA,NA,NA,NA,1,"Oxythyrea funesta","Cistus ladanifer"
"PinaresdeHinojos","Curro ",4,3,2015,"11:10:00",2,"sun",17,NA,"Moderado",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,2,"Apis mellifera","Rosmarinus officinalis"
"CotitodeSantaTeresa","Curro ",4,3,2015,"12:40:00",2,"sun_clouds",16,NA,"Suave",NA,"Astragalus","lusitanicus","transect",NA,"BF602","Anthophora","hispanica",NA,"male",NA,NA,2,"Anthophora hispanica","Astragalus lusitanicus"
"CotitodeSantaTeresa","Curro ",4,3,2015,"12:40:00",2,"sun_clouds",16,NA,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,6,"Apis mellifera","Rosmarinus officinalis"
"CotitodeSantaTeresa","Curro ",4,3,2015,"12:40:00",2,"sun_clouds",16,NA,"Suave",NA,"Lavandula","stoechas","transect",NA,"no_captured","Lasioglossum","sp",NA,NA,NA,NA,1,"Lasioglossum sp","Lavandula stoechas"
"CotitodeSantaTeresa","Curro ",4,3,2015,"12:40:00",2,"sun_clouds",16,NA,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"BF352","Nomada","agrestis",NA,"female",NA,NA,2,"Nomada agrestis","Rosmarinus officinalis"
"CotitodeSantaTeresa","Curro ",4,3,2015,"12:40:00",2,"sun_clouds",16,NA,"Suave",NA,"Astragalus","lusitanicus","transect",NA,"BF590","Anthophora","hispanica",NA,"male",NA,NA,7,"Anthophora hispanica","Astragalus lusitanicus"
"CotitodeSantaTeresa","Curro ",4,3,2015,"12:40:00",2,"sun_clouds",16,NA,"Suave",NA,"Astragalus","lusitanicus","transect",NA,"BF593","Anthophora","aestivalis",NA,"male",NA,NA,3,"Anthophora aestivalis","Astragalus lusitanicus"
"Lasmulas","Curro ",4,3,2015,"15:15:00",2,"sun",21,NA,"Moderado",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,68,"Apis mellifera","Rosmarinus officinalis"
"Lasmulas","Curro ",4,3,2015,"15:15:00",2,"sun",21,NA,"Moderado",NA,"Rosmarinus","officinalis","transect",NA,"BF355","Bombylius","torquatus",NA,"female",NA,NA,4,"Bombylius torquatus","Rosmarinus officinalis"
"Lasmulas","Curro ",4,3,2015,"15:15:00",2,"sun",21,NA,"Moderado",NA,"Cistus","ladanifer","transect",NA,"BF432","Eristalis","similis",NA,"male",NA,NA,3,"Eristalis similis","Cistus ladanifer"
"Lasmulas","Curro ",4,3,2015,"15:15:00",2,"sun",21,NA,"Moderado",NA,"Cistus","ladanifer","transect",NA,"BF603","Anthophora","hispanica",NA,"female",NA,NA,4,"Anthophora hispanica","Cistus ladanifer"
"LaRocina","Curro ",5,3,2015,"12:00:00",2,"sun",15,NA,"Fuerte",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,28,"Apis mellifera","Rosmarinus officinalis"
"LaRocina","Curro ",5,3,2015,"12:00:00",2,"sun",15,NA,"Fuerte",NA,"Rosmarinus","officinalis","transect",NA,"BF202","Bombus","terrestris",NA,"queen",NA,NA,2,"Bombus terrestris","Rosmarinus officinalis"
"LaRocina","Curro ",5,3,2015,"12:00:00",2,"sun",15,NA,"Fuerte",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Eristalis","tenax",NA,NA,NA,NA,2,"Eristalis tenax","Rosmarinus officinalis"
"LaRocina","Curro ",5,3,2015,"12:00:00",2,"sun",15,NA,"Fuerte",NA,"Rosmarinus","officinalis","transect",NA,"BF354","Nomada","fucata",NA,"female",NA,NA,1,"Nomada fucata","Rosmarinus officinalis"
"LaCunya","Curro ",5,3,2015,"13:30:00",2,"sun",15,NA,"Fuerte","Linaria viscosa y Raphanus raphanistrum","Rosmarinus","officinalis","transect",NA,"BF610","Anthophora","dispar",NA,"female",NA,NA,2,"Anthophora dispar","Rosmarinus officinalis"
"LaCunya","Curro ",5,3,2015,"13:30:00",2,"sun",15,NA,"Fuerte",NA,"Ulex","australis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,1,"Apis mellifera","Ulex australis"
"LaCunya","Curro ",5,3,2015,"13:30:00",2,"sun",15,NA,"Fuerte",NA,"Halimium","commutatum","transect",NA,"no_captured","Pieris","brassicae",NA,NA,NA,NA,3,"Pieris brassicae","Halimium commutatum"
"LaCunya","Curro ",5,3,2015,"13:30:00",2,"sun",15,NA,"Fuerte",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Pieris","brassicae",NA,NA,NA,NA,1,"Pieris brassicae","Rosmarinus officinalis"
"LaCunya","Curro ",5,3,2015,"13:30:00",2,"sun",15,NA,"Fuerte",NA,"Rosmarinus","officinalis","transect",NA,"BF16","Lasioglossum","imminutus",NA,"female",NA,NA,2,"Lasioglossum imminutus","Rosmarinus officinalis"
"LaCunya","Curro ",5,3,2015,"13:30:00",2,"sun",15,NA,"Fuerte",NA,"Rosmarinus","officinalis","transect",NA,"BF205","Bombus","terrestris",NA,"worker",NA,NA,6,"Bombus terrestris","Rosmarinus officinalis"
"Esparragal","Curro ",5,3,2015,"15:15:00",2,"sun",17,NA,"Fuerte","Han talado los pinos del borde de la parcela ","Halimium","commutatum","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,3,"Apis mellifera","Halimium commutatum"
"Esparragal","Curro ",5,3,2015,"15:15:00",2,"sun",17,NA,"Fuerte",NA,"Halimium","commutatum","transect",NA,"BF29","Lasioglossum","malachurum",NA,"female",NA,NA,1,"Lasioglossum malachurum","Halimium commutatum"
"Niebla","Curro ",5,3,2015,"16:50:00",2,"sun",17,NA,"Moderado",NA,"Asphodelus","fistulosus","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,6,"Apis mellifera","Asphodelus fistulosus"
"Niebla","Curro ",5,3,2015,"16:50:00",2,"sun",17,NA,"Moderado",NA,"Astragalus","lusitanicus","transect",NA,"no_captured","Anthophora","sp",NA,NA,NA,NA,3,"Anthophora sp","Astragalus lusitanicus"
"Niebla","Curro ",5,3,2015,"16:50:00",2,"sun",17,NA,"Moderado",NA,"Astragalus","lusitanicus","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,4,"Apis mellifera","Astragalus lusitanicus"
"Niebla","Curro ",5,3,2015,"16:50:00",2,"sun",17,NA,"Moderado",NA,"Asphodelus","fistulosus","transect",NA,"BF409","Platynochaetus","setosus",NA,"male",NA,NA,2,"Platynochaetus setosus","Asphodelus fistulosus"
"Niebla","Curro ",5,3,2015,"16:50:00",2,"sun",17,NA,"Moderado",NA,"Astragalus","lusitanicus","transect",NA,"no_captured","Anthophora","hispanica",NA,"male",NA,NA,2,"Anthophora hispanica","Astragalus lusitanicus"
"Bonares","Curro ",6,3,2015,"10:15:00",2,"sun",9,NA,"Fuerte",NA,"Halimium","commutatum","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,37,"Apis mellifera","Halimium commutatum"
"Bonares","Curro ",6,3,2015,"10:15:00",2,"sun",9,NA,"Fuerte",NA,"Halimium","commutatum","transect",NA,"no_captured","Bombus","terrestris",NA,"queen",NA,NA,5,"Bombus terrestris","Halimium commutatum"
"Bonares","Curro ",6,3,2015,"10:15:00",2,"sun",9,NA,"Fuerte",NA,"Halimium","commutatum","transect",NA,"no_captured","Eucera","sp",NA,"female",NA,NA,2,"Eucera sp","Halimium commutatum"
"Bonares","Curro ",6,3,2015,"10:15:00",2,"sun",9,NA,"Fuerte",NA,"Halimium","commutatum","transect",NA,"BF267","Andrena","nigroaenaea",NA,"female",NA,NA,4,"Andrena nigroaenaea","Halimium commutatum"
"Bonares","Curro ",6,3,2015,"10:15:00",2,"sun",9,NA,"Fuerte",NA,"Cistus","salvifolius","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,2,"Apis mellifera","Cistus salvifolius"
"Bonares","Curro ",6,3,2015,"10:15:00",2,"sun",9,NA,"Fuerte",NA,"Cistus","ladanifer","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,4,"Apis mellifera","Cistus ladanifer"
"ConventodelaLuz","Curro ",6,3,2015,"12:05:00",2,"sun",15,NA,"Moderado",NA,"Rosmarinus","officinalis","transect",NA,"BF587","Anthophora","retusa",NA,"male",NA,NA,6,"Anthophora retusa","Rosmarinus officinalis"
"ConventodelaLuz","Curro ",6,3,2015,"12:05:00",2,"sun",15,NA,"Moderado",NA,"Cistus","salvifolius","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,5,"Apis mellifera","Cistus salvifolius"
"ConventodelaLuz","Curro ",6,3,2015,"12:05:00",2,"sun",15,NA,"Moderado",NA,"Rosmarinus","officinalis","transect",NA,"BF197","Xylocopa","cantabrita",NA,"female",NA,NA,7,"Xylocopa cantabrita","Rosmarinus officinalis"
"ConventodelaLuz","Curro ",6,3,2015,"12:05:00",2,"sun",15,NA,"Moderado",NA,"Cistus","ladanifer","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,14,"Apis mellifera","Cistus ladanifer"
"ConventodelaLuz","Curro ",6,3,2015,"12:05:00",2,"sun",15,NA,"Moderado",NA,"Teucrium","fruticans","transect",NA,"no_captured","Bombus","terrestris",NA,"worker",NA,NA,3,"Bombus terrestris","Teucrium fruticans"
"ConventodelaLuz","Curro ",6,3,2015,"12:05:00",2,"sun",15,NA,"Moderado",NA,"Teucrium","fruticans","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,70,"Apis mellifera","Teucrium fruticans"
"Pinodelcuervo","Curro ",6,3,2015,"13:50:00",2,"sun",20,NA,"Moderado",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,2,"Apis mellifera","Rosmarinus officinalis"
"Pinodelcuervo","Curro ",6,3,2015,"13:50:00",2,"sun",20,NA,"Moderado",NA,"Ulex","australis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,6,"Apis mellifera","Ulex australis"
"Pinodelcuervo","Curro ",6,3,2015,"13:50:00",2,"sun",20,NA,"Moderado",NA,"Ulex","australis","transect",NA,"no_captured","Xylocopa","cantabrita",NA,NA,NA,NA,2,"Xylocopa cantabrita","Ulex australis"
"Pinodelcuervo","Curro ",6,3,2015,"13:50:00",2,"sun",20,NA,"Moderado",NA,"Halimium","commutatum","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,2,"Apis mellifera","Halimium commutatum"
"Pinodelcuervo","Curro ",6,3,2015,"13:50:00",2,"sun",20,NA,"Moderado",NA,"Halimium","commutatum","transect",NA,"BF195","Xylocopa","cantabrita",NA,"male",NA,NA,4,"Xylocopa cantabrita","Halimium commutatum"
"Elpozo","Curro ",6,3,2015,"16:20:00",2,"sun",21,32,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,72,"Apis mellifera","Rosmarinus officinalis"
"Elpozo","Curro ",6,3,2015,"16:20:00",2,"sun",21,32,"Suave",NA,"Erica","scoparia","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,11,"Apis mellifera","Erica scoparia"
"Elpozo","Curro ",6,3,2015,"16:20:00",2,"sun",21,32,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Bombus","terrestris",NA,"queen",NA,NA,2,"Bombus terrestris","Rosmarinus officinalis"
"Elpinar","Curro ",10,3,2015,"14:00:00",2,"sun",23,32,"No","Aristoloquia baetica en flor","Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,11,"Apis mellifera","Rosmarinus officinalis"
"Elpinar","Curro ",10,3,2015,"14:00:00",2,"sun",23,32,"No","Eucera se escapa del bote","Rosmarinus","officinalis","transect",NA,"no_captured","Eucera","sp",NA,NA,NA,NA,2,"Eucera sp","Rosmarinus officinalis"
"Elpinar","Curro ",10,3,2015,"14:00:00",2,"sun",23,32,"No",NA,"Rosmarinus","officinalis","transect",NA,"BF182","Ceratina","cucurbitina",NA,"male",NA,NA,5,"Ceratina cucurbitina","Rosmarinus officinalis"
"Elpinar","Curro ",10,3,2015,"14:00:00",2,"sun",23,32,"No",NA,"Rosmarinus","officinalis","transect",NA,"BF19","Andrena","nigroaenaea",NA,"male",NA,NA,1,"Andrena nigroaenaea","Rosmarinus officinalis"
"Elpinar","Curro ",10,3,2015,"14:00:00",2,"sun",23,32,"No",NA,"Rosmarinus","officinalis","transect",NA,"BF198","Xylocopa","cantabrita",NA,"female",NA,NA,9,"Xylocopa cantabrita","Rosmarinus officinalis"
"Elpinar","Curro ",10,3,2015,"14:00:00",2,"sun",23,32,"No",NA,"Rosmarinus","officinalis","transect",NA,"BF28","Andrena","ferrugineicrus",NA,"female",NA,NA,1,"Andrena ferrugineicrus","Rosmarinus officinalis"
"Elpinar","Curro ",10,3,2015,"14:00:00",2,"sun",23,32,"No",NA,"Halimium","commutatum","transect",NA,"BF420","Platynochaetus","setosus",NA,"female",NA,NA,1,"Platynochaetus setosus","Halimium commutatum"
"Urbanizaciones","Curro ",10,3,2015,"16:20:00",2,"sun",25,31,"No","Linaria viscosa en flor en transecto","Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,29,"Apis mellifera","Rosmarinus officinalis"
"Urbanizaciones","Curro ",10,3,2015,"16:20:00",2,"sun",25,31,"No",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Xylocopa","cantabrita",NA,NA,NA,NA,3,"Xylocopa cantabrita","Rosmarinus officinalis"
"Urbanizaciones","Curro ",10,3,2015,"16:20:00",2,"sun",25,31,"No",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Ceratina","sp",NA,NA,NA,NA,6,"Ceratina sp","Rosmarinus officinalis"
"Bonares","Curro ",11,3,2015,"11:15:00",3,"sun",16.8,51,"Suave","Muscari comosun y Calendula en flor fuera de transecto","Cistus","salvifolius","transect",NA,"BF273","Andrena","rhyssonota","flava","female",NA,NA,7,"Andrena rhyssonota","Cistus salvifolius"
"Bonares","Curro ",11,3,2015,"11:15:00",3,"sun",16.8,51,"Suave",NA,"Lavandula","stoechas","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,26,"Apis mellifera","Lavandula stoechas"
"Bonares","Curro ",11,3,2015,"11:15:00",3,"sun",16.8,51,"Suave",NA,"Halimium","commutatum","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,5,"Apis mellifera","Halimium commutatum"
"Bonares","Curro ",11,3,2015,"11:15:00",3,"sun",16.8,51,"Suave",NA,"Halimium","commutatum","transect",NA,"BF408","Platynochaetus","setosus",NA,"male",NA,NA,5,"Platynochaetus setosus","Halimium commutatum"
"Bonares","Curro ",11,3,2015,"11:15:00",3,"sun",16.8,51,"Suave",NA,"Cistus","salvifolius","transect",NA,"no_captured","Platynochaetus","setosus",NA,NA,NA,NA,2,"Platynochaetus setosus","Cistus salvifolius"
"Bonares","Curro ",11,3,2015,"11:15:00",3,"sun",16.8,51,"Suave",NA,"Cistus","ladanifer","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,3,"Apis mellifera","Cistus ladanifer"
"Niebla","Curro ",13,3,2015,"10:30:00",3,"sun",18,41,"No",NA,"Asphodelus","fistulosus","transect",NA,"BF607","Anthophora","dispar",NA,"female",NA,NA,4,"Anthophora dispar","Asphodelus fistulosus"
"Niebla","Curro ",13,3,2015,"10:30:00",3,"sun",18,41,"No","Leontodon sp, Raphanus raphanistrum, Linaria viscosa  y Lupinus angustifolius en flor en el transecto","Asphodelus","fistulosus","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,2,"Apis mellifera","Asphodelus fistulosus"
"Niebla","Curro ",13,3,2015,"10:30:00",3,"sun",18,41,"No",NA,"Leontodon","sp","transect",NA,"BF562","Eucera","notata",NA,"male",NA,NA,5,"Eucera notata","Leontodon sp"
